Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
2003,478799,,31,Kings ,  ,  ,524871,6.00,TON ,3149000,,,,,
2003,478799,,47,Merced ,  ,  ,890038,3.52,TON ,3134000,,,,,
2003,478799,,53,Monterey ,  ,  ,5000,8.00,TON ,40000,,,,,
2003,478799,,77,San Joaquin ,  ,  ,382000,4.99,TON ,1908000,,,,,
2003,478799,,107,Tulare ,  ,  ,2538000,1.21,TON ,3071000,,,,,
2003,478799,,999, State Totals,0,  ,5425909,2.60,    ,14092000,,,,,
2003,343999,Cucurbits,19,Fresno ,26400,13.03,344000,305.00,TON ,104920000,,,,,
2003,343999,Cucurbits,25,Imperial ,10042,10.38,104283,365.25,TON ,38089000,,,,,
2003,343999,Cucurbits,29,Kern ,991,16.65,16500,353.03,TON ,5825000,,,,,
2003,343999,Cucurbits,31,Kings ,687,23.79,16344,217.69,TON ,3558000,,,,,
2003,343999,Cucurbits,47,Merced ,4078,11.27,45953,308.01,TON ,14154000,,,,,
2003,343999,Cucurbits,65,Riverside ,2486,10.96,27247,342.49,TON ,9331900,,,,,
2003,343999,Cucurbits,71,San Bernardino ,34,6.59,224,908.48,TON ,203500,,,,,
2003,343999,Cucurbits,99,Stanislaus ,1704,12.27,20900,217.99,TON ,4556000,,,,,
2003,343999,Cucurbits,999, State Totals,46422,12.40,575451,313.91,    ,180637400,,,,,
2003,348999,Cucurbits,19,Fresno ,4910,13.38,65700,333.00,TON ,21878000,,,,,
2003,348999,Cucurbits,25,Imperial ,1466,16.68,24453,424.98,TON ,10392000,,,,,
2003,348999,Cucurbits,65,Riverside ,1508,10.19,15372,388.96,TON ,5979100,,,,,
2003,348999,Cucurbits,99,Stanislaus ,95,8.42,800,288.75,TON ,231000,,,,,
2003,348999,Cucurbits,101,Sutter ,2251,10.29,23163,225.30,TON ,5218600,,,,,
2003,348999,Cucurbits,113,Yolo ,4005,6.45,25832,238.54,TON ,6162000,,,,,
2003,348999,Cucurbits,999, State Totals,14235,10.91,155320,321.02,    ,49860700,,,,,
2003,354299,Cucurbits,19,Fresno ,1500,10.67,16000,415.00,TON ,6640000,,,,,
2003,354299,Cucurbits,29,Kern ,770,12.47,9600,441.77,TON ,4241000,,,,,
2003,354299,Cucurbits,47,Merced ,1097,16.67,18288,231.35,TON ,4231000,,,,,
2003,354299,Cucurbits,65,Riverside ,4115,2.35,9689,362.51,TON ,3512400,,,,,
2003,354299,Cucurbits,73,San Diego ,101,4.72,477,335.85,TON ,160200,,,,,
2003,354299,Cucurbits,77,San Joaquin ,1860,11.29,21000,236.24,TON ,4961000,,,,,
2003,354299,Cucurbits,99,Stanislaus ,120,5.00,600,213.33,TON ,128000,,,,,
2003,354299,Cucurbits,999, State Totals,9563,7.91,75654,315.56,    ,23873600,,,,,
2003,354999,Cucurbits,19,Fresno ,2590,32.36,83800,275.00,TON ,23045000,,,,,
2003,354999,Cucurbits,25,Imperial ,1118,28.22,31550,240.00,TON ,7572000,,,,,
2003,354999,Cucurbits,29,Kern ,2518,29.63,74600,152.87,TON ,11404000,,,,,
2003,354999,Cucurbits,65,Riverside ,1681,22.00,36982,188.00,TON ,6952600,,,,,
2003,354999,Cucurbits,71,San Bernardino ,5,2.20,11,463.64,TON ,5100,,,,,
2003,354999,Cucurbits,77,San Joaquin ,1280,28.05,35900,279.97,TON ,10051000,,,,,
2003,354999,Cucurbits,99,Stanislaus ,940,20.00,18800,165.00,TON ,3102000,,,,,
2003,354999,Cucurbits,101,Sutter ,52,13.62,708,241.95,TON ,171300,,,,,
2003,354999,Cucurbits,999, State Totals,10184,27.72,282351,220.66,    ,62303000,,,,,
2003,501299,,7,Butte ,  ,  ,5995,11.84,CWT ,71000,,,,,
2003,501299,,15,Del Norte ,  ,  ,170135,11.82,CWT ,2011000,,,,,
2003,501299,,19,Fresno ,  ,  ,66400,11.82,CWT ,785000,,,,,
2003,501299,,21,Glenn ,  ,  ,361431,11.82,CWT ,4272000,,,,,
2003,501299,,23,Humboldt ,  ,  ,823763,11.82,CWT ,9737000,,,,,
2003,501299,,29,Kern ,  ,  ,31000,11.84,CWT ,367000,,,,,
2003,501299,,31,Kings ,  ,  ,69037,11.82,CWT ,816000,,,,,
2003,501299,,39,Madera ,  ,  ,170804,11.82,CWT ,2019000,,,,,
2003,501299,,41,Marin ,  ,  ,970,11.86,CWT ,11500,,,,,
2003,501299,,47,Merced ,  ,  ,358992,11.82,CWT ,4243000,,,,,
2003,501299,,67,Sacramento ,  ,  ,84982,11.81,CWT ,1004000,,,,,
2003,501299,,71,San Bernardino ,  ,  ,94636,11.82,CWT ,1119000,,,,,
2003,501299,,77,San Joaquin ,  ,  ,60000,11.92,CWT ,715000,,,,,
2003,501299,,95,Solano ,  ,  ,1828,11.82,CWT ,21600,,,,,
2003,501299,,97,Sonoma ,  ,  ,12492,11.82,CWT ,147700,,,,,
2003,501299,,99,Stanislaus ,  ,  ,288000,11.82,CWT ,3404000,,,,,
2003,501299,,103,Tehama ,  ,  ,111346,11.82,CWT ,1316000,,,,,
2003,501299,,107,Tulare ,  ,  ,265000,11.82,CWT ,3132000,,,,,
2003,501299,,999, State Totals,0,  ,2976811,11.82,    ,35191800,,,,,
2003,501199,,7,Butte ,  ,  ,143925,12.54,CWT ,1805000,,,,,
2003,501199,,15,Del Norte ,  ,  ,571500,11.93,CWT ,6818000,,,,,
2003,501199,,19,Fresno ,  ,  ,19267000,11.44,CWT ,220414000,,,,,
2003,501199,,21,Glenn ,  ,  ,3920929,11.29,CWT ,44267000,,,,,
2003,501199,,23,Humboldt ,  ,  ,2833550,11.76,CWT ,33323000,,,,,
2003,501199,,29,Kern ,  ,  ,20117000,11.43,CWT ,229933000,,,,,
2003,501199,,31,Kings ,  ,  ,29062421,11.15,CWT ,324046000,,,,,
2003,501199,,39,Madera ,  ,  ,11541302,11.00,CWT ,126954000,,,,,
2003,501199,,41,Marin ,  ,  ,2109199,11.90,CWT ,25099500,,,,,
2003,501199,,45,Mendocino ,  ,  ,370099,12.52,CWT ,4633000,,,,,
2003,501199,,47,Merced ,  ,  ,48602598,11.37,CWT ,552612000,,,,,
2003,501199,,53,Monterey ,  ,  ,329849,11.64,CWT ,3839500,,,,,
2003,501199,,65,Riverside ,  ,  ,17023245,11.99,CWT ,204108700,,,,,
2003,501199,,67,Sacramento ,  ,  ,3283875,11.62,CWT ,38159000,,,,,
2003,501199,,71,San Bernardino ,  ,  ,32854142,11.47,CWT ,376734000,,,,,
2003,501199,,73,San Diego ,  ,  ,1127819,11.93,CWT ,13454900,,,,,
2003,501199,,77,San Joaquin ,  ,  ,21398000,11.96,CWT ,255918000,,,,,
2003,501199,,79,San Luis Obispo ,  ,  ,31150,13.00,CWT ,405000,,,,,
2003,501199,,83,Santa Barbara ,  ,  ,334614,12.87,CWT ,4306500,,,,,
2003,501199,,85,Santa Clara ,  ,  ,163250,10.76,CWT ,1757000,,,,,
2003,501199,,93,Siskiyou ,  ,  ,338921,11.40,CWT ,3863700,,,,,
2003,501199,,95,Solano ,  ,  ,736382,12.29,CWT ,9050100,,,,,
2003,501199,,97,Sonoma ,  ,  ,6459424,12.28,CWT ,79321800,,,,,
2003,501199,,99,Stanislaus ,  ,  ,35864000,11.85,CWT ,424988000,,,,,
2003,501199,,103,Tehama ,  ,  ,1031518,12.07,CWT ,12450000,,,,,
2003,501199,,107,Tulare ,  ,  ,91940000,11.58,CWT ,1064665000,,,,,
2003,501199,,113,Yolo ,  ,  ,478711,12.10,CWT ,5792000,,,,,
2003,501199,,115,Yuba ,  ,  ,667396,12.84,CWT ,8569000,,,,,
2003,501199,,999, State Totals,0,  ,352601819,11.56,    ,4077286700,,,,,
2003,398699,Truck Crops,35,Lassen ,990,0.04,40,23760.00,TON ,950400,,,,,
2003,398699,Truck Crops,71,San Bernardino ,10,0.50,5,4020.00,TON ,20100,,,,,
2003,398699,Truck Crops,89,Shasta ,2200,0.04,88,24000.00,TON ,2112000,,,,,
2003,398699,Truck Crops,93,Siskiyou ,885,0.04,39,27956.41,TON ,1090300,,,,,
2003,398699,Truck Crops,999, State Totals,4085,0.04,172,24260.47,    ,4172800,,,,,
2003,355999,Truck Crops,53,Monterey ,165,140.33,23154,2751.36,TON ,63705000,,,,,
2003,355999,Truck Crops,65,Riverside ,3,9.00,27,4948.15,TON ,133600,,,,,
2003,355999,Truck Crops,73,San Diego ,15,187.33,2810,3565.52,TON ,10019100,,,,,
2003,355999,Truck Crops,81,San Mateo ,14,  ,  ,  ,  ,18251000,,,,,
2003,355999,Truck Crops,85,Santa Clara ,131,140.00,18340,2529.99,TON ,46400000,,,,,
2003,355999,Truck Crops,999, State Totals,328,141.18,44331,2712.72,    ,138508700,,,,,
2003,218199,Other Deciduous,13,Contra Costa ,33,2.58,85,1411.76,TON ,120000,,,,,
2003,218199,Other Deciduous,19,Fresno ,21688,8.95,194000,789.00,TON ,153066000,,,,,
2003,218199,Other Deciduous,29,Kern ,1123,4.72,5300,952.08,TON ,5046000,,,,,
2003,218199,Other Deciduous,31,Kings ,2297,6.85,15724,721.00,TON ,11337000,,,,,
2003,218199,Other Deciduous,39,Madera ,590,8.73,5151,609.01,TON ,3137000,,,,,
2003,218199,Other Deciduous,47,Merced ,149,9.97,1486,363.39,TON ,540000,,,,,
2003,218199,Other Deciduous,61,Placer ,18,3.00,54,1020.37,TON ,55100,,,,,
2003,218199,Other Deciduous,99,Stanislaus ,450,10.89,4900,490.00,TON ,2401000,,,,,
2003,218199,Other Deciduous,107,Tulare ,15740,6.11,96200,691.00,TON ,66474000,,,,,
2003,218199,Other Deciduous,999, State Totals,42088,7.67,322900,750.00,    ,242176100,,,,,
2003,864999,,13,Contra Costa ,  ,  ,  ,  ,  ,25493000,,,,,
2003,864999,,37,Los Angeles ,  ,  ,  ,  ,  ,39507000,,,,,
2003,864999,,53,Monterey ,  ,  ,  ,  ,  ,62397000,,,,,
2003,864999,,71,San Bernardino ,  ,  ,  ,  ,  ,1234000,,,,,
2003,864999,,73,San Diego ,  ,  ,  ,  ,  ,201254700,,,,,
2003,864999,,77,San Joaquin ,  ,  ,  ,  ,  ,5174000,,,,,
2003,864999,,79,San Luis Obispo ,  ,  ,  ,  ,  ,8412000,,,,,
2003,864999,,81,San Mateo ,  ,  ,  ,  ,  ,1406000,,,,,
2003,864999,,85,Santa Clara ,  ,  ,  ,  ,  ,32359000,,,,,
2003,864999,,97,Sonoma ,  ,  ,  ,  ,  ,1540900,,,,,
2003,864999,,111,Ventura ,  ,  ,  ,  ,  ,52075000,,,,,
2003,864999,,999, State Totals,0,  ,0,  ,    ,430852600,,,,,
2003,866559,,53,Monterey ,  ,  ,  ,  ,  ,67364000,,,,,
2003,866559,,81,San Mateo ,  ,  ,  ,  ,  ,8819000,,,,,
2003,866559,,83,Santa Barbara ,  ,  ,  ,  ,  ,6486600,,,,,
2003,866559,,999, State Totals,0,  ,0,  ,    ,82669600,,,,,
2003,866999,,37,Los Angeles ,  ,  ,  ,  ,  ,4747000,,,,,
2003,866999,,59,Orange ,  ,  ,  ,  ,  ,29783200,,,,,
2003,866999,,77,San Joaquin ,  ,  ,  ,  ,  ,7616000,,,,,
2003,866999,,81,San Mateo ,  ,  ,  ,  ,  ,58922000,,,,,
2003,866999,,83,Santa Barbara ,  ,  ,  ,  ,  ,21228100,,,,,
2003,866999,,111,Ventura ,  ,  ,  ,  ,  ,16961000,,,,,
2003,866999,,999, State Totals,0,  ,0,  ,    ,139257300,,,,,
2003,864663,,29,Kern ,  ,  ,  ,  ,  ,50558000,,,,,
2003,864663,,999, State Totals,0,  ,0,  ,    ,50558000,,,,,
2003,825379,,35,Lassen ,415,400.00,166000,57.00,THOU ,9462000,,,,,
2003,825379,,89,Shasta ,290,322.55,93540,53.01,THOU ,4958200,,,,,
2003,825379,,93,Siskiyou ,  ,  ,291300,70.00,THOU ,20391000,,,,,
2003,825379,,999, State Totals,705,368.14,550840,63.20,    ,34811200,,,,,
2003,834999,,13,Contra Costa ,  ,  ,  ,  ,  ,1236000,,,,,
2003,834999,,53,Monterey ,  ,  ,  ,  ,  ,48334000,,,,,
2003,834999,,77,San Joaquin ,  ,  ,  ,  ,  ,7568000,,,,,
2003,834999,,79,San Luis Obispo ,  ,  ,  ,  ,  ,28251000,,,,,
2003,834999,,111,Ventura ,  ,  ,  ,  ,  ,6418000,,,,,
2003,834999,,999, State Totals,0,  ,0,  ,    ,91807000,,,,,
2003,899999,,1,Alameda ,  ,  ,  ,  ,  ,2779000,,,,,
2003,899999,,7,Butte ,  ,  ,  ,  ,  ,11985000,,,,,
2003,899999,,9,Calaveras ,  ,  ,  ,  ,  ,350000,,,,,
2003,899999,,13,Contra Costa ,  ,  ,  ,  ,  ,2316000,,,,,
2003,899999,,15,Del Norte ,  ,  ,  ,  ,  ,3348000,,,,,
2003,899999,,19,Fresno ,  ,  ,  ,  ,  ,18845000,,,,,
2003,899999,,21,Glenn ,  ,  ,  ,  ,  ,4179000,,,,,
2003,899999,,23,Humboldt ,  ,  ,  ,  ,  ,35858600,,,,,
2003,899999,,33,Lake ,  ,  ,  ,  ,  ,3155000,,,,,
2003,899999,,37,Los Angeles ,  ,  ,  ,  ,  ,10846000,,,,,
2003,899999,,39,Madera ,  ,  ,  ,  ,  ,20660000,,,,,
2003,899999,,41,Marin ,  ,  ,  ,  ,  ,684700,,,,,
2003,899999,,43,Mariposa ,  ,  ,  ,  ,  ,160000,,,,,
2003,899999,,45,Mendocino ,  ,  ,  ,  ,  ,3237500,,,,,
2003,899999,,47,Merced ,  ,  ,  ,  ,  ,30404000,,,,,
2003,899999,,55,Napa ,  ,  ,  ,  ,  ,4543000,,,,,
2003,899999,,57,Nevada ,  ,  ,  ,  ,  ,600100,,,,,
2003,899999,,59,Orange ,  ,  ,  ,  ,  ,12800,,,,,
2003,899999,,61,Placer ,  ,  ,  ,  ,  ,14046000,,,,,
2003,899999,,67,Sacramento ,  ,  ,  ,  ,  ,31442000,,,,,
2003,899999,,69,San Benito ,662,  ,  ,  ,  ,29792000,,,,,
2003,899999,,71,San Bernardino ,  ,  ,  ,  ,  ,5427100,,,,,
2003,899999,,79,San Luis Obispo ,  ,  ,  ,  ,  ,2234000,,,,,
2003,899999,,83,Santa Barbara ,  ,  ,  ,  ,  ,25296700,,,,,
2003,899999,,85,Santa Clara ,  ,  ,  ,  ,  ,56986000,,,,,
2003,899999,,87,Santa Cruz ,  ,  ,  ,  ,  ,11549000,,,,,
2003,899999,,89,Shasta ,  ,  ,  ,  ,  ,2879800,,,,,
2003,899999,,93,Siskiyou ,  ,  ,  ,  ,  ,3000000,,,,,
2003,899999,,95,Solano ,  ,  ,  ,  ,  ,42373400,,,,,
2003,899999,,97,Sonoma ,  ,  ,  ,  ,  ,10306000,,,,,
2003,899999,,99,Stanislaus ,  ,  ,  ,  ,  ,9193000,,,,,
2003,899999,,101,Sutter ,  ,  ,  ,  ,  ,390900,,,,,
2003,899999,,103,Tehama ,  ,  ,  ,  ,  ,1600000,,,,,
2003,899999,,105,Trinity ,  ,  ,  ,  ,  ,27700,,,,,
2003,899999,,107,Tulare ,  ,  ,  ,  ,  ,4878000,,,,,
2003,899999,,113,Yolo ,  ,  ,  ,  ,  ,3328000,,,,,
2003,899999,,999, State Totals,662,  ,0,  ,    ,408713300,,,,,
2003,862480,,15,Del Norte ,  ,  ,  ,  ,  ,6946200,,,,,
2003,862480,,53,Monterey ,  ,  ,  ,  ,  ,4624000,,,,,
2003,862480,,999, State Totals,0,  ,0,  ,    ,11570200,,,,,
2003,862999,,73,San Diego ,  ,  ,  ,  ,  ,2385500,,,,,
2003,862999,,77,San Joaquin ,  ,  ,  ,  ,  ,26794000,,,,,
2003,862999,,999, State Totals,0,  ,0,  ,    ,29179500,,,,,
2003,863999,,5,Amador ,  ,  ,  ,  ,  ,165000,,,,,
2003,863999,,17,El Dorado ,  ,  ,  ,  ,  ,1464800,,,,,
2003,863999,,29,Kern ,  ,  ,  ,  ,  ,1689000,,,,,
2003,863999,,53,Monterey ,  ,  ,  ,  ,  ,8412000,,,,,
2003,863999,,59,Orange ,  ,  ,  ,  ,  ,15124800,,,,,
2003,863999,,65,Riverside ,  ,  ,  ,  ,  ,27263000,,,,,
2003,863999,,81,San Mateo ,  ,  ,  ,  ,  ,31157000,,,,,
2003,863999,,111,Ventura ,  ,  ,  ,  ,  ,9658000,,,,,
2003,863999,,999, State Totals,0,  ,0,  ,    ,94933600,,,,,
2003,861999,,83,Santa Barbara ,651,  ,  ,  ,  ,4379700,,,,,
2003,861999,,999, State Totals,651,  ,0,  ,    ,4379700,,,,,
2003,824999,,29,Kern ,  ,  ,  ,  ,  ,26809000,,,,,
2003,824999,,73,San Diego ,  ,  ,  ,  ,  ,8058900,,,,,
2003,824999,,77,San Joaquin ,  ,  ,  ,  ,  ,9811000,,,,,
2003,824999,,79,San Luis Obispo ,  ,  ,  ,  ,  ,2428000,,,,,
2003,824999,,97,Sonoma ,  ,  ,  ,  ,  ,1520500,,,,,
2003,824999,,99,Stanislaus ,  ,  ,  ,  ,  ,71282000,,,,,
2003,824999,,101,Sutter ,  ,  ,  ,  ,  ,7167500,,,,,
2003,824999,,107,Tulare ,  ,  ,  ,  ,  ,18221000,,,,,
2003,824999,,111,Ventura ,  ,  ,  ,  ,  ,6109000,,,,,
2003,824999,,113,Yolo ,  ,  ,  ,  ,  ,2568000,,,,,
2003,824999,,999, State Totals,0,  ,0,  ,    ,153974900,,,,,
2003,894999,,13,Contra Costa ,  ,  ,  ,  ,  ,2715000,,,,,
2003,894999,,19,Fresno ,  ,  ,  ,  ,  ,3879000,,,,,
2003,894999,,29,Kern ,  ,  ,  ,  ,  ,2994000,,,,,
2003,894999,,73,San Diego ,  ,  ,  ,  ,  ,17954600,,,,,
2003,894999,,81,San Mateo ,  ,  ,  ,  ,  ,2419000,,,,,
2003,894999,,111,Ventura ,  ,  ,  ,  ,  ,12408000,,,,,
2003,894999,,999, State Totals,0,  ,0,  ,    ,42369600,,,,,
2003,892999,,27,Inyo ,260,  ,  ,  ,  ,2340000,,,,,
2003,892999,,29,Kern ,  ,  ,  ,  ,  ,17994000,,,,,
2003,892999,,65,Riverside ,  ,  ,  ,  ,  ,30731100,,,,,
2003,892999,,71,San Bernardino ,  ,  ,  ,  ,  ,361800,,,,,
2003,892999,,73,San Diego ,  ,  ,  ,  ,  ,10400000,,,,,
2003,892999,,999, State Totals,260,  ,0,  ,    ,61826900,,,,,
2003,895999,,1,Alameda ,  ,  ,  ,  ,  ,14951000,,,,,
2003,895999,,15,Del Norte ,  ,  ,  ,  ,  ,4432000,,,,,
2003,895999,,17,El Dorado ,  ,  ,  ,  ,  ,590000,,,,,
2003,895999,,19,Fresno ,  ,  ,  ,  ,  ,9942000,,,,,
2003,895999,,29,Kern ,  ,  ,  ,  ,  ,643000,,,,,
2003,895999,,37,Los Angeles ,  ,  ,  ,  ,  ,120884000,,,,,
2003,895999,,53,Monterey ,  ,  ,  ,  ,  ,1255000,,,,,
2003,895999,,59,Orange ,  ,  ,  ,  ,  ,167390200,,,,,
2003,895999,,65,Riverside ,  ,  ,  ,  ,  ,146039600,,,,,
2003,895999,,71,San Bernardino ,  ,  ,  ,  ,  ,21675900,,,,,
2003,895999,,73,San Diego ,  ,  ,  ,  ,  ,229565200,,,,,
2003,895999,,77,San Joaquin ,  ,  ,  ,  ,  ,59585000,,,,,
2003,895999,,79,San Luis Obispo ,  ,  ,  ,  ,  ,5338000,,,,,
2003,895999,,83,Santa Barbara ,  ,  ,  ,  ,  ,7017800,,,,,
2003,895999,,85,Santa Clara ,  ,  ,  ,  ,  ,14036000,,,,,
2003,895999,,87,Santa Cruz ,  ,  ,  ,  ,  ,22191000,,,,,
2003,895999,,97,Sonoma ,  ,  ,  ,  ,  ,9639100,,,,,
2003,895999,,99,Stanislaus ,  ,  ,  ,  ,  ,18689000,,,,,
2003,895999,,107,Tulare ,  ,  ,  ,  ,  ,42844000,,,,,
2003,895999,,111,Ventura ,  ,  ,  ,  ,  ,69444000,,,,,
2003,895999,,999, State Totals,0,  ,0,  ,    ,966151800,,,,,
2003,112999,Grain,35,Lassen ,100,1.50,150,140.00,TON ,21000,,,,,
2003,112999,Grain,49,Modoc ,891,2.25,2005,100.00,TON ,200500,,,,,
2003,112999,Grain,53,Monterey ,590,0.88,519,121.39,TON ,63000,,,,,
2003,112999,Grain,61,Placer ,1077,4.00,4308,103.99,TON ,448000,,,,,
2003,112999,Grain,65,Riverside ,415,0.95,394,92.13,TON ,36300,,,,,
2003,112999,Grain,67,Sacramento ,500,2.00,1000,60.00,TON ,60000,,,,,
2003,112999,Grain,73,San Diego ,400,0.04,16,112.50,TON ,1800,,,,,
2003,112999,Grain,81,San Mateo ,200,0.80,160,400.00,TON ,64000,,,,,
2003,112999,Grain,87,Santa Cruz ,400,  ,  ,  ,  ,115000,,,,,
2003,112999,Grain,93,Siskiyou ,4668,2.25,10503,100.00,TON ,1050300,,,,,
2003,112999,Grain,95,Solano ,431,2.98,1284,86.99,TON ,111700,,,,,
2003,112999,Grain,97,Sonoma ,1702,0.98,1669,155.96,TON ,260300,,,,,
2003,112999,Grain,101,Sutter ,500,0.43,215,138.60,TON ,29800,,,,,
2003,112999,Grain,999, State Totals,11874,1.94,22223,105.60,    ,2461700,,,,,
2003,171129,Grain,93,Siskiyou ,350,2.00,700,150.00,TON ,105000,,,,,
2003,171129,Grain,999, State Totals,350,2.00,700,150.00,    ,105000,,,,,
2003,357999,Truck Crops,65,Riverside ,73,3.97,290,1398.97,TON ,405700,,,,,
2003,357999,Truck Crops,999, State Totals,73,3.97,290,1398.97,    ,405700,,,,,
2003,226999,Subtropicals,7,Butte ,1550,2.24,3472,449.88,TON ,1562000,,,,,
2003,226999,Subtropicals,9,Calaveras ,140,0.71,100,475.00,TON ,47500,,,,,
2003,226999,Subtropicals,19,Fresno ,1007,3.45,3470,461.96,TON ,1603000,,,,,
2003,226999,Subtropicals,21,Glenn ,4920,2.27,11158,449.99,TON ,5021000,,,,,
2003,226999,Subtropicals,29,Kern ,452,3.36,1520,453.95,TON ,690000,,,,,
2003,226999,Subtropicals,39,Madera ,1490,6.14,9149,419.94,TON ,3842000,,,,,
2003,226999,Subtropicals,55,Napa ,112,1.20,134,427.61,TON ,57300,,,,,
2003,226999,Subtropicals,103,Tehama ,5560,3.00,16680,420.00,TON ,7005600,,,,,
2003,226999,Subtropicals,107,Tulare ,15800,3.64,57500,462.00,TON ,26565000,,,,,
2003,226999,Subtropicals,999, State Totals,31031,3.33,103183,449.62,    ,46393400,,,,,
2003,358999,Onions & Garlic,13,Contra Costa ,9,7.11,64,451.56,TON ,28900,,,,,
2003,358999,Onions & Garlic,19,Fresno ,22500,26.27,591000,278.79,TON ,164766000,,,,,
2003,358999,Onions & Garlic,25,Imperial ,10077,19.69,198387,292.26,TON ,57981000,,,,,
2003,358999,Onions & Garlic,29,Kern ,6330,23.27,147300,114.57,TON ,16876000,,,,,
2003,358999,Onions & Garlic,37,Los Angeles ,2814,24.78,69724,261.20,TON ,18212000,,,,,
2003,358999,Onions & Garlic,49,Modoc ,1624,22.10,35890,100.00,TON ,3589000,,,,,
2003,358999,Onions & Garlic,53,Monterey ,1740,23.56,41000,121.12,TON ,4966000,,,,,
2003,358999,Onions & Garlic,65,Riverside ,289,15.60,4508,440.04,TON ,1983700,,,,,
2003,358999,Onions & Garlic,69,San Benito ,1653,23.92,39540,296.99,TON ,11743000,,,,,
2003,358999,Onions & Garlic,71,San Bernardino ,9,15.00,135,246.67,TON ,33300,,,,,
2003,358999,Onions & Garlic,77,San Joaquin ,1820,32.47,59100,249.78,TON ,14762000,,,,,
2003,358999,Onions & Garlic,85,Santa Clara ,655,15.50,10153,374.96,TON ,3807000,,,,,
2003,358999,Onions & Garlic,93,Siskiyou ,1404,22.10,31028,100.00,TON ,3102800,,,,,
2003,358999,Onions & Garlic,111,Ventura ,699,13.16,9202,461.20,TON ,4244000,,,,,
2003,358999,Onions & Garlic,999, State Totals,51623,23.96,1237031,247.44,    ,306094700,,,,,
2003,372999,Onions & Garlic,53,Monterey ,1201,12.49,15000,1255.33,TON ,18830000,,,,,
2003,372999,Onions & Garlic,999, State Totals,1201,12.49,15000,1255.33,    ,18830000,,,,,
2003,201119,Subtropicals,19,Fresno ,28469,17.35,494000,371.28,TON ,183410000,,,,,
2003,201119,Subtropicals,29,Kern ,28155,13.18,371000,464.37,TON ,172280000,,,,,
2003,201119,Subtropicals,65,Riverside ,3460,9.43,32632,302.94,TON ,9885400,,,,,
2003,201119,Subtropicals,71,San Bernardino ,1868,10.52,19644,421.26,TON ,8275300,,,,,
2003,201119,Subtropicals,73,San Diego ,1299,11.03,14328,305.00,TON ,4370000,,,,,
2003,201119,Subtropicals,107,Tulare ,72725,12.39,901000,365.15,TON ,329003000,,,,,
2003,201119,Subtropicals,111,Ventura ,755,7.80,5892,316.87,TON ,1867000,,,,,
2003,201119,Subtropicals,999, State Totals,136731,13.45,1838496,385.69,    ,709090700,,,,,
2003,201999,Subtropicals,7,Butte ,162,10.15,1644,467.76,TON ,769000,,,,,
2003,201999,Subtropicals,39,Madera ,3710,14.36,53276,124.00,TON ,6606000,,,,,
2003,201999,Subtropicals,999, State Totals,3872,14.18,54920,134.29,    ,7375000,,,,,
2003,201519,Subtropicals,19,Fresno ,5923,16.44,97400,327.92,TON ,31939000,,,,,
2003,201519,Subtropicals,25,Imperial ,726,5.85,4247,261.60,TON ,1111000,,,,,
2003,201519,Subtropicals,29,Kern ,8809,12.03,106000,427.54,TON ,45319000,,,,,
2003,201519,Subtropicals,59,Orange ,98,4.29,420,129.05,TON ,54200,,,,,
2003,201519,Subtropicals,65,Riverside ,2752,6.45,17750,265.07,TON ,4705000,,,,,
2003,201519,Subtropicals,71,San Bernardino ,1595,13.10,20900,347.50,TON ,7262800,,,,,
2003,201519,Subtropicals,73,San Diego ,5985,7.63,45666,209.00,TON ,9544100,,,,,
2003,201519,Subtropicals,79,San Luis Obispo ,288,10.40,2995,100.17,TON ,300000,,,,,
2003,201519,Subtropicals,107,Tulare ,27348,13.53,370000,306.76,TON ,113501000,,,,,
2003,201519,Subtropicals,111,Ventura ,5315,14.24,75660,253.19,TON ,19156000,,,,,
2003,201519,Subtropicals,999, State Totals,58839,12.59,741038,314.28,    ,232892100,,,,,
2003,359999,Truck Crops,53,Monterey ,446,14.87,6630,737.10,TON ,4887000,,,,,
2003,359999,Truck Crops,111,Ventura ,342,20.93,7159,476.46,TON ,3411000,,,,,
2003,359999,Truck Crops,999, State Totals,788,17.50,13789,601.78,    ,8298000,,,,,
2003,194799,Pasture,11,Colusa ,  ,  ,  ,  ,  ,100000,,,,,
2003,194799,Pasture,15,Del Norte ,19400,  ,  ,  ,  ,252200,,,,,
2003,194799,Pasture,19,Fresno ,65100,  ,  ,  ,  ,1452000,,,,,
2003,194799,Pasture,29,Kern ,  ,  ,  ,  ,  ,2791000,,,,,
2003,194799,Pasture,31,Kings ,38380,  ,  ,  ,  ,768000,,,,,
2003,194799,Pasture,35,Lassen ,20000,  ,  ,  ,  ,270000,,,,,
2003,194799,Pasture,39,Madera ,3200,  ,  ,  ,  ,552000,,,,,
2003,194799,Pasture,45,Mendocino ,365000,  ,  ,  ,  ,3443800,,,,,
2003,194799,Pasture,47,Merced ,14631,  ,  ,  ,  ,293000,,,,,
2003,194799,Pasture,63,Plumas ,52000,  ,  ,  ,  ,1040000,,,,,
2003,194799,Pasture,71,San Bernardino ,2000,  ,  ,  ,  ,20000,,,,,
